REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
BRONG AHAFO,DORMA AHENKRO,2008,CASSAVA,"12,800.00",13.3,"170,240.00"
BRONG AHAFO,BEREKUM,2008,CASSAVA,"7,080.00",14.8,"104,784.00"
BRONG AHAFO,TANO NORTH,2008,CASSAVA,"3,025.00",16.5,"49,912.50"
BRONG AHAFO,TANO SOUTH,2008,CASSAVA,"9,510.00",16.4,"155,964.00"
BRONG AHAFO,SENE,2008,CASSAVA,"20,500.00",12.6,"258,300.00"
BRONG AHAFO,NKORANZA,2008,CASSAVA,"7,071.00",16.3,"115,257.30"
BRONG AHAFO,TECHIMAN MUNICIPAL,2008,CASSAVA,"8,517.00",16.1,"137,123.70"
BRONG AHAFO,ASUNAFO NORTH,2008,CASSAVA,"3,870.00",15.1,"58,437.00"
BRONG AHAFO,ASUNAFO SOUTH,2008,CASSAVA,"13,848.00",15.2,"210,489.60"
BRONG AHAFO,JAMAN NORTH,2008,CASSAVA,"1,533.00",13.36,"20,480.88"
BRONG AHAFO,JAMAN SOUTH,2008,CASSAVA,"4,804.00",13.36,"64,181.44"
BRONG AHAFO,KINTAMPO NORTH,2008,CASSAVA,"4,860.00",16.8,"81,648.00"
BRONG AHAFO,KINTAMPO SOUTH,2008,CASSAVA,"3,800.00",16.9,"64,220.00"
BRONG AHAFO,ATEBUBU -AMANTIN,2008,CASSAVA,"21,295.00",12.5,"266,187.50"
BRONG AHAFO,PRU,2008,CASSAVA,"13,592.00",12.5,"169,900.00"
BRONG AHAFO,TAIN,2008,CASSAVA,"9,212.00",12.3,"113,307.60"
BRONG AHAFO, SUNYANI MUNICIPAL ,2008,YAM,320,17.1,"5,472.00"
BRONG AHAFO,ASUTIFI,2008,YAM,163,11,"1,793.00"
BRONG AHAFO, WENCHI MUNICIPAL ,2008,YAM,"8,847.00",15.7,"138,897.90"
BRONG AHAFO,DORMA AHENKRO,2008,YAM,850,13.5,"11,475.00"
BRONG AHAFO,BEREKUM,2008,YAM,"1,050.00",11.45,"12,022.50"
BRONG AHAFO,TANO NORTH,2008,YAM,256,10.5,"2,688.00"
BRONG AHAFO,TANO SOUTH,2008,YAM,606,10.48,"6,350.88"
BRONG AHAFO,SENE,2008,YAM,"21,902.00",18.8,"411,757.60"
BRONG AHAFO,NKORANZA,2008,YAM,"7,798.00",16.92,"131,942.16"
BRONG AHAFO,TECHIMAN MUNICIPAL,2008,YAM,"12,250.00",19.1,"233,975.00"
BRONG AHAFO,ASUNAFO NORTH,2008,YAM,85,12.2,"1,037.00"
BRONG AHAFO,ASUNAFO SOUTH,2008,YAM,95,12.3,"1,168.50"
BRONG AHAFO,JAMAN NORTH,2008,YAM,"8,310.00",14.8,"122,988.00"
BRONG AHAFO,JAMAN SOUTH,2008,YAM,"10,690.00",14.1,"150,729.00"
BRONG AHAFO,KINTAMPO NORTH,2008,YAM,"8,212.00",18.1,"148,637.20"
BRONG AHAFO,KINTAMPO SOUTH,2008,YAM,"7,588.00",18.42,"139,770.96"
BRONG AHAFO,ATEBUBU -AMANTIN,2008,YAM,"9,010.00",15.2,"136,952.00"
BRONG AHAFO,PRU,2008,YAM,"12,910.00",15.3,"197,523.00"
BRONG AHAFO,TAIN,2008,YAM,"7,205.00",14.4,"103,752.00"
UPPER EAST,BUILSA,2008,MAIZE,"1,438.00",1.54,"2,214.52"
UPPER EAST,KASINA-NANKANA,2008,MAIZE,"3,270.00",1.67,"5,460.90"
UPPER EAST,BOLGATANGA MUNICIPAL,2008,MAIZE,"1,720.00",1.88,"3,233.60"
UPPER EAST,BAWKU MUNICIPAL,2008,MAIZE,"6,360.00",1.6,"10,176.00"
UPPER EAST,BAWKU WEST,2008,MAIZE,"3,530.00",1.41,"4,977.30"
UPPER EAST,BONGO,2008,MAIZE,68,1.32,89.76
UPPER EAST,GARU TEMPANE,2008,MAIZE,"3,613.00",1.6,"5,780.80"
UPPER EAST,TALENSI NABDAM,2008,MAIZE,"3,764.00",1.68,"6,323.52"
UPPER EAST,BUILSA,2008,RICE,"3,072.00",3.9,"11,980.80"
UPPER EAST,KASINA-NANKANA,2008,RICE,"3,740.00",4.29,"16,044.60"
UPPER EAST,BOLGATANGA MUNICIPAL,2008,RICE,"3,648.00",3.33,"12,147.84"
UPPER EAST,BAWKU MUNICIPAL,2008,RICE,"3,943.00",2.9,"11,434.70"
UPPER EAST,BAWKU WEST,2008,RICE,"4,804.00",2.91,"13,979.64"
UPPER EAST,BONGO,2008,RICE,"1,143.00",2.42,"2,766.06"
UPPER EAST,GARU TEMPANE,2008,RICE,"3,190.00",2.62,"8,357.80"
UPPER EAST,TALENSI NABDAM,2008,RICE,"3,394.00",2.86,"9,706.84"
UPPER EAST,BUILSA,2008,SOYABEAN,417,1.02,425.34
UPPER EAST,BOLGATANGA MUNICIPAL,2008,SOYABEAN,5,1.12,5.6
UPPER EAST,BAWKU MUNICIPAL,2008,SOYABEAN,"5,663.00",1.2,"6,795.60"
UPPER EAST,BAWKU WEST,2008,SOYABEAN,"2,922.00",0.72,"2,103.84"
UPPER EAST,GARU TEMPANE,2008,SOYABEAN,"3,646.00",0.84,"3,062.64"
UPPER EAST,TALENSI NABDAM,2008,SOYABEAN,864,0.86,743.04
UPPER WEST,WA WEST,2008,MAIZE,"3,117.00",1.69,"5,267.73"
UPPER WEST,WA EAST,2008,MAIZE,"5,295.00",1.41,"7,465.95"
UPPER WEST,WA MUNICIPAL,2008,MAIZE,"4,764.00",1.44,"6,860.16"
UPPER WEST,LAWRA,2008,MAIZE,"3,149.00",0.63,"1,983.87"
UPPER WEST,SISSALA EAST,2008,MAIZE,"6,800.00",1.7,"11,560.00"
UPPER WEST,SISSALA WEST,2008,MAIZE,"4,800.00",1.69,"8,112.00"
UPPER WEST,JIRAPA-LAMBUSSIE,2008,MAIZE,"2,717.00",1.56,"4,238.52"
UPPER WEST,NADOWLI,2008,MAIZE,"7,796.00",1.25,"9,745.00"
UPPER WEST,WA WEST,2008,RICE,"1,456.00",2.31,"3,363.36"
UPPER WEST,WA EAST,2008,RICE,482,1.53,737.46
UPPER WEST,WA MUNICIPAL,2008,RICE,364,1.55,564.2
UPPER WEST,SISSALA EAST,2008,RICE,159,1.43,227.37
UPPER WEST,SISSALA WEST,2008,RICE,224,1.05,235.2
UPPER WEST,JIRAPA-LAMBUSSIE,2008,RICE,825,1.2,990
UPPER WEST,NADOWLI,2008,RICE,235,0.95,223.25
UPPER WEST,WA WEST,2008,YAM,"3,185.00",10.5,"33,442.50"
UPPER WEST,WA EAST,2008,YAM,"2,359.00",11.52,"27,175.68"
UPPER WEST,WA MUNICIPAL,2008,YAM,"2,529.00",24.12,"60,999.48"
UPPER WEST,SISSALA EAST,2008,YAM,"4,015.00",16.19,"65,002.85"
UPPER WEST,SISSALA WEST,2008,YAM,"2,457.00",15.81,"38,845.17"
UPPER WEST,JIRAPA-LAMBUSSIE,2008,YAM,917,12.33,"11,306.61"
UPPER WEST,NADOWLI,2008,YAM,"4,970.00",14.6,"72,562.00"
UPPER WEST,WA WEST,2008,SOYABEAN,"4,147.00",0.85,"3,524.95"
UPPER WEST,WA EAST,2008,SOYABEAN,"4,115.00",0.95,"3,909.25"
UPPER WEST,WA MUNICIPAL,2008,SOYABEAN,"4,211.00",0.95,"4,000.45"
UPPER WEST,LAWRA,2008,SOYABEAN,165,0.89,146.85
UPPER WEST,SISSALA EAST,2008,SOYABEAN,148,0.98,145.04
UPPER WEST,SISSALA WEST,2008,SOYABEAN,158,0.8,126.4
UPPER WEST,JIRAPA-LAMBUSSIE,2008,SOYABEAN,255,0.78,198.9
UPPER WEST,NADOWLI,2008,SOYABEAN,684,1.1,752.4
WESTERN,SHAMA AHANTA EAST,2008,COCOYAM,66,3.9,257.4
WESTERN,WEST AHANTA,2008,COCOYAM,194,4.41,855.54
WESTERN,MPORHOR WASSA EAST,2008,COCOYAM,"1,568.00",4.62,"7,244.16"
WESTERN,WASSA WEST,2008,COCOYAM,622,4.84,"3,010.48"
WESTERN,EAST NZEMA,2008,COCOYAM,131,4.38,573.78
WESTERN,JOMORO,2008,COCOYAM,99,3.5,346.5
WESTERN,AMENFI EAST,2008,COCOYAM,"1,283.00",5.89,"7,556.87"
WESTERN,AMENFI  WEST (WASSA AMENFI),2008,COCOYAM,990,6,"5,940.00"
WESTERN,AOWIN -SUAMAN,2008,COCOYAM,"6,103.00",6,"36,618.00"
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2008,COCOYAM,"8,027.00",5.9,"47,359.30"
WESTERN,SEFWI-WIAWSO,2008,COCOYAM,"11,025.00",6.2,"68,355.00"
WESTERN,BIA,2008,COCOYAM,"5,108.00",6.39,"32,640.12"
WESTERN,JUABESO,2008,COCOYAM,"6,712.00",6.4,"42,956.80"
WESTERN,SHAMA AHANTA EAST,2008,PLANTAIN,306,9.1,"2,784.60"
WESTERN,WEST AHANTA,2008,PLANTAIN,308,5.9,"1,817.20"
WESTERN,MPORHOR WASSA EAST,2008,PLANTAIN,"1,722.00",9.1,"15,670.20"
WESTERN,WASSA WEST,2008,PLANTAIN,"1,217.00",7.3,"8,884.10"
WESTERN,EAST NZEMA,2008,PLANTAIN,326,10,"3,260.00"
WESTERN,JOMORO,2008,PLANTAIN,309,10.5,"3,244.50"
WESTERN,AMENFI EAST,2008,PLANTAIN,"4,913.00",10.6,"52,077.80"
WESTERN,AMENFI  WEST (WASSA AMENFI),2008,PLANTAIN,"4,690.00",9.9,"46,431.00"
WESTERN,AOWIN -SUAMAN,2008,PLANTAIN,"8,376.00",10.6,"88,785.60"
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2008,PLANTAIN,"9,340.00",10.2,"95,268.00"
WESTERN,SEFWI-WIAWSO,2008,PLANTAIN,"11,391.00",9.6,"109,353.60"
WESTERN,BIA,2008,PLANTAIN,"6,350.00",9.8,"62,230.00"
WESTERN,JUABESO,2008,PLANTAIN,"6,967.00",9.8,"68,276.60"
CENTRAL,UPPER DENKYIRA,2008,COCOYAM,"5,606.70",7.22,"40,502.80"
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2008,COCOYAM,"2,035.00",0.2,407
CENTRAL,ASSIN SOUTH,2008,COCOYAM,"1,320.00",4.4,"5,808.00"
CENTRAL,ASSIN NORTH,2008,COCOYAM,"2,211.00",4.62,"10,214.82"
CENTRAL,ABURA-ASEBU-KWAMANKESE,2008,COCOYAM,825,4.52,"3,724.88"
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2008,COCOYAM,16.5,4.3,70.95
CENTRAL,AJUMAKO-ENYAN-ESIAM,2008,COCOYAM,"1,320.00",5,"6,600.00"
CENTRAL,CAPE COAST,2008,COCOYAM,544,4.25,"2,312.00"
CENTRAL,AGONA,2008,COCOYAM,"3,052.50",7.25,"22,130.63"
CENTRAL,UPPER DENKYIRA,2008,PLANTAIN,"5,800.30",9.11,"52,858.13"
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2008,PLANTAIN,"1,820.50",12.1,"22,028.05"
CENTRAL,ASSIN SOUTH,2008,PLANTAIN,"1,360.00",8.7,"11,832.00"
CENTRAL,ASSIN NORTH,2008,PLANTAIN,"1,716.00",6.09,"10,450.44"
CENTRAL,ABURA-ASEBU-KWAMANKESE,2008,PLANTAIN,"1,111.00",5.36,"5,949.41"
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2008,PLANTAIN,347.6,8.5,"2,954.60"
CENTRAL,MFANTSIMAN,2008,PLANTAIN,302.45,4.12,"1,246.09"
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2008,PLANTAIN,443.3,5.8,"2,571.14"
CENTRAL,AJUMAKO-ENYAN-ESIAM,2008,PLANTAIN,478.5,10.81,"5,172.59"
CENTRAL,GOMOA,2008,PLANTAIN,57,7.2,410.4
CENTRAL,CAPE COAST,2008,PLANTAIN,137,7.4,"1,013.80"
CENTRAL,AGONA,2008,PLANTAIN,"2,917.20",14.18,"41,351.31"
EASTERN,BIRIM SOUTH,2008,COCOYAM,"7,000.00",10,"70,000.00"
EASTERN,WEST AKIM,2008,COCOYAM,"7,800.00",7.5,"58,500.00"
EASTERN,SUHUM KRABOA COALTAR,2008,COCOYAM,"2,200.00",10.2,"22,440.00"
EASTERN,AKUAPIM SOUTH,2008,COCOYAM,900,5,"4,500.00"
EASTERN,AKUAPIM NORTH,2008,COCOYAM,990,9.4,"9,306.00"
EASTERN,NEW JUABEN,2008,COCOYAM,920,7.4,"6,808.00"
EASTERN,YILO KROBO,2008,COCOYAM,"1,100.00",6.9,"7,590.00"
EASTERN,EAST AKIM,2008,COCOYAM,"2,200.00",10,"22,000.00"
EASTERN,ATIWA,2008,COCOYAM,"5,612.00",7.7,"43,212.40"
EASTERN,KWAEBIBIREM,2008,COCOYAM,"5,600.00",8.6,"48,160.00"
EASTERN,BIRIM NORTH,2008,COCOYAM,"2,100.00",7.8,"16,380.00"
EASTERN,KWAHU WEST,2008,COCOYAM,"1,056.00",7,"7,392.00"
EASTERN,KWAHU WEST,2008,COCOYAM,"1,300.00",7.5,"9,750.00"
EASTERN,FANTEAKWA,2008,COCOYAM,"9,200.00",8,"73,600.00"
EASTERN,AFRAM PLAINS,2008,COCOYAM,500,5,"2,500.00"
EASTERN,ASUOGYAMAN,2008,COCOYAM,450,7.7,"3,465.00"
EASTERN,MANYA KROBO,2008,COCOYAM,400,8,"3,200.00"
EASTERN,BIRIM SOUTH,2008,PLANTAIN,"9,400.00",10,"94,000.00"
EASTERN,WEST AKIM,2008,PLANTAIN,"9,013.00",7.9,"71,202.70"
EASTERN,SUHUM KRABOA COALTAR,2008,PLANTAIN,"10,100.00",9.3,"93,930.00"
EASTERN,AKUAPIM SOUTH,2008,PLANTAIN,"2,100.00",10,"21,000.00"
EASTERN,AKUAPIM NORTH,2008,PLANTAIN,"1,500.00",9.6,"14,400.00"
EASTERN,NEW JUABEN,2008,PLANTAIN,743,10.6,"7,875.80"
EASTERN,YILO KROBO,2008,PLANTAIN,700,8.9,"6,230.00"
EASTERN,EAST AKIM,2008,PLANTAIN,"3,800.00",10,"38,000.00"
EASTERN,ATIWA,2008,PLANTAIN,"6,947.00",9.4,"65,301.80"
EASTERN,KWAEBIBIREM,2008,PLANTAIN,"6,500.00",10.6,"68,900.00"
EASTERN,BIRIM NORTH,2008,PLANTAIN,"6,000.00",10.8,"64,800.00"
EASTERN,KWAHU WEST,2008,PLANTAIN,"2,100.00",10.4,"21,840.00"
EASTERN,KWAHU WEST,2008,PLANTAIN,"4,500.00",8.3,"37,350.00"
EASTERN,FANTEAKWA,2008,PLANTAIN,"13,400.00",10,"134,000.00"
EASTERN,AFRAM PLAINS,2008,PLANTAIN,700,8,"5,600.00"
EASTERN,ASUOGYAMAN,2008,PLANTAIN,"1,453.00",9.6,"13,948.80"
EASTERN,MANYA KROBO,2008,PLANTAIN,700,9,"6,300.00"
VOLTA,NORTH DAYI (KPANDO),2008,COCOYAM,95,5.5,522.5
VOLTA,SOUTH DAYI,2008,COCOYAM,110,4.5,495
VOLTA,HOHOE MUNICIPAL,2008,COCOYAM,250,3,750
VOLTA,JASIKAN,2008,COCOYAM,"2,030.00",9.5,"19,285.00"
VOLTA,KADJEBI,2008,COCOYAM,"2,205.00",7,"15,435.00"
VOLTA,NKWANTA,2008,COCOYAM,831,5,"4,155.00"
VOLTA,KRACHI WEST,2008,COCOYAM,70,3,210
VOLTA,KRACHI EAST,2008,COCOYAM,100,4,400
VOLTA,HO MUNICIPAL,2008,COCOYAM,440,3.5,"1,540.00"
VOLTA,ADAKLU ANYIGBE,2008,COCOYAM,20,4.5,90
VOLTA,NORTH DAYI (KPANDO),2008,PLANTAIN,193,5.6,"1,080.80"
VOLTA,SOUTH DAYI,2008,PLANTAIN,150,6,900
VOLTA,HOHOE MUNICIPAL,2008,PLANTAIN,806,5.5,"4,433.00"
VOLTA,JASIKAN,2008,PLANTAIN,"3,350.00",8.5,"28,475.00"
VOLTA,KADJEBI,2008,PLANTAIN,"2,426.00",6.9,"16,739.40"
VOLTA,NKWANTA,2008,PLANTAIN,500,7,"3,500.00"
VOLTA,KRACHI WEST,2008,PLANTAIN,120,5.6,672
VOLTA,KRACHI EAST,2008,PLANTAIN,200,5,"1,000.00"
VOLTA,HO MUNICIPAL,2008,PLANTAIN,268,9.55,"2,559.40"
VOLTA,ADAKLU ANYIGBE,2008,PLANTAIN,15,5.14,77.1
VOLTA,NKWANTA,2008,SORGHUM,600,1.4,840
VOLTA,KRACHI WEST,2008,SORGHUM,"2,500.00",1.1,"2,750.00"
VOLTA,KRACHI EAST,2008,SORGHUM,"1,220.00",1.1,"1,342.00"
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2008,COCOYAM,"9,580.00",5.67,"54,318.60"
ASHANTI,AMANSIE CENTRAL,2008,COCOYAM,"2,060.00",7.73,"15,923.80"
ASHANTI,AMANSIE WEST,2008,COCOYAM,"1,485.00",7.45,"11,063.25"
ASHANTI,EJURA SEKYEREDUMASE,2008,COCOYAM,85,4.61,391.85
ASHANTI,SEKYERE WEST ,2008,COCOYAM,"2,720.00",6.74,"18,332.80"
ASHANTI,SEKYERE EAST,2008,COCOYAM,"4,415.00",6.8,"30,022.00"
ASHANTI,AFIGYA SEKYERE,2008,COCOYAM,"4,650.00",6.9,"32,085.00"
ASHANTI,AHAFO ANO NORTH,2008,COCOYAM,"2,860.00",7,"20,020.00"
ASHANTI,AHAFO ANO SOUTH,2008,COCOYAM,"11,850.00",6.9,"81,765.00"
ASHANTI,ATWIMA MPONUA,2008,COCOYAM,"7,565.00",5.79,"43,801.35"
ASHANTI,ATWIMA NWABIAGYA,2008,COCOYAM,"6,545.00",5.77,"37,764.65"
ASHANTI,EJUSU JUABEN,2008,COCOYAM,"2,988.00",6.95,"20,766.60"
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2008,COCOYAM,"1,284.00",7.11,"9,129.24"
ASHANTI,KWABRE ,2008,COCOYAM,"3,756.00",6.73,"25,277.88"
ASHANTI,OFFINSO,2008,COCOYAM,"1,961.00",5.97,"11,707.17"
ASHANTI,ADANSI NORTH,2008,COCOYAM,"1,402.00",5.73,"8,033.46"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2008,COCOYAM,658,6.39,"4,204.62"
ASHANTI,ADANSI  SOUTH,2008,COCOYAM,"3,117.00",6.82,"21,257.94"
ASHANTI,ASANTE AKIM NORTH,2008,COCOYAM,"1,756.00",7.53,"13,222.68"
ASHANTI,ASANTE AKIM SOUTH,2008,COCOYAM,"11,616.00",5.15,"59,822.40"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2008,COCOYAM,18,5.77,103.86
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2008,PLANTAIN,"6,450.00",9.93,"64,048.50"
ASHANTI,AMANSIE CENTRAL,2008,PLANTAIN,"4,300.00",8.88,"38,184.00"
ASHANTI,AMANSIE WEST,2008,PLANTAIN,"3,015.00",9.82,"29,607.30"
ASHANTI,EJURA SEKYEREDUMASE,2008,PLANTAIN,785,8.84,"6,939.40"
ASHANTI,SEKYERE WEST ,2008,PLANTAIN,"3,620.00",10.97,"39,711.40"
ASHANTI,SEKYERE EAST,2008,PLANTAIN,"3,200.00",11.91,"38,112.00"
ASHANTI,AFIGYA SEKYERE,2008,PLANTAIN,"5,285.00",8.92,"47,142.20"
ASHANTI,AHAFO ANO NORTH,2008,PLANTAIN,"6,410.00",10.61,"68,010.10"
ASHANTI,AHAFO ANO SOUTH,2008,PLANTAIN,"7,005.00",9.93,"69,559.65"
ASHANTI,ATWIMA MPONUA,2008,PLANTAIN,"6,120.00",9.88,"60,465.60"
ASHANTI,ATWIMA NWABIAGYA,2008,PLANTAIN,"7,250.00",9.96,"72,210.00"
ASHANTI,EJUSU JUABEN,2008,PLANTAIN,"3,330.00",10.08,"33,566.40"
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2008,PLANTAIN,"3,200.00",9.92,"31,744.00"
ASHANTI,KWABRE ,2008,PLANTAIN,"2,400.00",10.66,"25,584.00"
ASHANTI,OFFINSO,2008,PLANTAIN,"5,800.00",10.71,"62,118.00"
ASHANTI,ADANSI NORTH,2008,PLANTAIN,"4,005.00",10.12,"40,530.60"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2008,PLANTAIN,"1,050.00",8.67,"9,103.50"
ASHANTI,ADANSI  SOUTH,2008,PLANTAIN,"3,314.00",10.66,"35,327.24"
ASHANTI,ASANTE AKIM NORTH,2008,PLANTAIN,"3,595.00",10.55,"37,927.25"
ASHANTI,ASANTE AKIM SOUTH,2008,PLANTAIN,"8,145.00",11.81,"96,192.45"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2008,PLANTAIN,"1,008.00",9.35,"9,424.80"
ASHANTI,EJURA SEKYEREDUMASE,2008,GROUNDNUT,"43,562.00",1.45,"63,164.90"
BRONG AHAFO, SUNYANI MUNICIPAL ,2008,COCOYAM,"2,230.00",5.19,"11,573.70"
BRONG AHAFO,ASUTIFI,2008,COCOYAM,"13,298.00",7.3,"97,075.40"
BRONG AHAFO, WENCHI MUNICIPAL ,2008,COCOYAM,"2,585.00",5.32,"13,752.20"
BRONG AHAFO,DORMA AHENKRO,2008,COCOYAM,"4,916.00",5,"24,580.00"
BRONG AHAFO,BEREKUM,2008,COCOYAM,"4,885.00",6.7,"32,729.50"
BRONG AHAFO,TANO NORTH,2008,COCOYAM,"2,171.00",6.9,"14,979.90"
BRONG AHAFO,TANO SOUTH,2008,COCOYAM,"2,520.00",6.35,"16,002.00"
BRONG AHAFO,NKORANZA,2008,COCOYAM,708,5,"3,540.00"
BRONG AHAFO,TECHIMAN MUNICIPAL,2008,COCOYAM,"3,248.00",7.1,"23,060.80"
BRONG AHAFO,ASUNAFO NORTH,2008,COCOYAM,"3,885.00",7.4,"28,749.00"
BRONG AHAFO,ASUNAFO SOUTH,2008,COCOYAM,"10,250.00",7.4,"75,850.00"
BRONG AHAFO,JAMAN NORTH,2008,COCOYAM,"1,095.00",6.8,"7,446.00"
BRONG AHAFO,JAMAN SOUTH,2008,COCOYAM,"2,580.00",6.9,"17,802.00"
BRONG AHAFO,KINTAMPO NORTH,2008,COCOYAM,289,6.5,"1,878.50"
BRONG AHAFO,KINTAMPO SOUTH,2008,COCOYAM,483,6.48,"3,129.84"
BRONG AHAFO, SUNYANI MUNICIPAL ,2008,PLANTAIN,"3,724.00",11,"40,964.00"
BRONG AHAFO,ASUTIFI,2008,PLANTAIN,"16,925.00",15.6,"264,030.00"
BRONG AHAFO, WENCHI MUNICIPAL ,2008,PLANTAIN,988,7.6,"7,508.80"
BRONG AHAFO,DORMA AHENKRO,2008,PLANTAIN,"2,808.00",9.7,"27,237.60"
BRONG AHAFO,BEREKUM,2008,PLANTAIN,"2,485.00",9.9,"24,601.50"
BRONG AHAFO,TANO NORTH,2008,PLANTAIN,"3,544.00",11.6,"41,110.40"
BRONG AHAFO,TANO SOUTH,2008,PLANTAIN,"3,650.00",11.5,"41,975.00"
BRONG AHAFO,NKORANZA,2008,PLANTAIN,492,7.1,"3,493.20"
BRONG AHAFO,TECHIMAN MUNICIPAL,2008,PLANTAIN,"7,682.00",10.4,"79,892.80"
BRONG AHAFO,ASUNAFO NORTH,2008,PLANTAIN,"7,785.00",18.6,"144,801.00"
BRONG AHAFO,ASUNAFO SOUTH,2008,PLANTAIN,"10,465.00",18.6,"194,649.00"
BRONG AHAFO,JAMAN NORTH,2008,PLANTAIN,592,7.5,"4,440.00"
BRONG AHAFO,JAMAN SOUTH,2008,PLANTAIN,920,7.5,"6,900.00"
BRONG AHAFO,KINTAMPO NORTH,2008,PLANTAIN,32,7.5,240
BRONG AHAFO,KINTAMPO SOUTH,2008,PLANTAIN,45,6.7,301.5
UPPER EAST,BUILSA,2008,MILLET,"3,511.00",1.3,"4,564.30"
UPPER EAST,KASINA-NANKANA,2008,MILLET,"8,238.00",1.26,"10,379.88"
UPPER EAST,BOLGATANGA MUNICIPAL,2008,MILLET,"3,648.00",1.24,"4,523.52"
UPPER EAST,BAWKU MUNICIPAL,2008,MILLET,"7,604.00",1.1,"8,364.40"
UPPER EAST,BAWKU WEST,2008,MILLET,"23,018.00",1.18,"27,161.24"
UPPER EAST,BONGO,2008,MILLET,"4,685.00",0.96,"4,497.60"
UPPER EAST,GARU TEMPANE,2008,MILLET,"11,433.00",0.49,"5,602.17"
UPPER EAST,TALENSI NABDAM,2008,MILLET,"3,205.00",1.02,"3,269.10"
UPPER EAST,BUILSA,2008,SORGHUM,"19,232.00",1.3,"25,001.60"
UPPER EAST,KASINA-NANKANA,2008,SORGHUM,"11,694.00",1.32,"15,436.08"
UPPER EAST,BOLGATANGA MUNICIPAL,2008,SORGHUM,"13,094.00",1.95,"25,533.30"
UPPER EAST,BAWKU MUNICIPAL,2008,SORGHUM,"10,810.00",1.2,"12,972.00"
UPPER EAST,BAWKU WEST,2008,SORGHUM,"13,674.00",1.34,"18,323.16"
UPPER EAST,BONGO,2008,SORGHUM,"10,518.00",1.06,"11,149.08"
UPPER EAST,GARU TEMPANE,2008,SORGHUM,"9,714.00",0.77,"7,479.78"
UPPER EAST,TALENSI NABDAM,2008,SORGHUM,"7,866.00",1.18,"9,281.88"
UPPER EAST,BUILSA,2008,GROUNDNUT,"9,636.00",1.26,"12,141.36"
UPPER EAST,KASINA-NANKANA,2008,GROUNDNUT,"11,977.00",1.48,"17,725.96"
UPPER EAST,BOLGATANGA MUNICIPAL,2008,GROUNDNUT,"11,310.00",1.43,"16,173.30"
UPPER EAST,BAWKU MUNICIPAL,2008,GROUNDNUT,"10,140.00",1.3,"13,182.00"
UPPER EAST,BAWKU WEST,2008,GROUNDNUT,"8,808.00",0.91,"8,015.28"
UPPER EAST,BONGO,2008,GROUNDNUT,"7,200.00",1.04,"7,488.00"
UPPER EAST,GARU TEMPANE,2008,GROUNDNUT,"10,152.00",1.01,"10,253.52"
UPPER EAST,TALENSI NABDAM,2008,GROUNDNUT,"3,927.00",1.23,"4,830.21"
UPPER EAST,BUILSA,2008,COWPEA,"6,174.00",1.8,"11,113.20"
UPPER EAST,KASINA-NANKANA,2008,COWPEA,"2,070.00",1.2,"2,484.00"
UPPER EAST,BOLGATANGA MUNICIPAL,2008,COWPEA,"4,421.00",1.01,"4,465.21"
UPPER EAST,BAWKU MUNICIPAL,2008,COWPEA,"11,020.00",1.15,"12,673.00"
UPPER EAST,BAWKU WEST,2008,COWPEA,"8,235.00",0.82,"6,752.70"
UPPER EAST,BONGO,2008,COWPEA,"9,456.00",0.68,"6,430.08"
UPPER EAST,GARU TEMPANE,2008,COWPEA,"2,672.00",0.98,"2,618.56"
UPPER EAST,TALENSI NABDAM,2008,COWPEA,"2,859.00",0.74,"2,115.66"
UPPER WEST,WA WEST,2008,MILLET,"7,083.00",0.63,"4,462.29"
UPPER WEST,WA EAST,2008,MILLET,"6,025.00",0.57,"3,434.25"
UPPER WEST,WA MUNICIPAL,2008,MILLET,"7,264.00",1.58,"11,477.12"
UPPER WEST,LAWRA,2008,MILLET,"12,413.00",0.6,"7,447.80"
UPPER WEST,SISSALA EAST,2008,MILLET,"4,538.00",1.49,"6,761.62"
UPPER WEST,SISSALA WEST,2008,MILLET,"4,699.00",0.87,"4,088.13"
UPPER WEST,JIRAPA-LAMBUSSIE,2008,MILLET,"11,453.00",1.1,"12,598.30"
UPPER WEST,NADOWLI,2008,MILLET,"10,106.00",0.9,"9,095.40"
UPPER WEST,WA WEST,2008,SORGHUM,"4,579.00",1.2,"5,494.80"
UPPER WEST,WA EAST,2008,SORGHUM,"3,310.00",1.02,"3,376.20"
